document_id	pdf_page_index	warning	disposition	review_basis	notes
KB-MY-FORME	44	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	68	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	87	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	92	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	97	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	102	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	107	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	117	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	120	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-FORME	211	ROTATED_TEXT_OMITTED_BY_LAYOUT_MODE	FALLBACK_REQUIRED_SUBSTANTIVE_ROTATED_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Page contains a substantive diagram or table and requires a graphical/rotated-content representation before final chunking.
KB-MY-GMMRA	1	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-MY-GMMRA	42	ROTATED_TEXT_OMITTED_BY_LAYOUT_MODE	FALLBACK_REQUIRED_SUBSTANTIVE_ROTATED_STRUCTURE	SOURCE_BOUND_RENDER_VISUAL_AND_TEXT_COMPARISON	Rendered page contains a substantive likelihood-by-consequence risk-estimation matrix whose two-dimensional relationships are not represented authoritatively by native candidate text. Native page candidate is excluded pending reviewed fallback integration.
KB-MY-GMMRA	95	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-MY-GMMRA	110	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-MY-GMMRA	132	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-MY-GMMRA	144	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-MY-GMMRA	146	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-MY-GMMRA	157	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-MY-GMMRA	175	ROTATED_TEXT_OMITTED_BY_LAYOUT_MODE	FALLBACK_REQUIRED_SUBSTANTIVE_ROTATED_STRUCTURE	SOURCE_BOUND_RENDER_VISUAL_AND_TEXT_COMPARISON	Rendered page contains a substantive likelihood-by-consequence risk-estimation matrix whose two-dimensional relationships are not represented authoritatively by native candidate text. Native page candidate is excluded pending reviewed fallback integration.
KB-MY-REG2010	35		PARTIAL_INCLUDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED_EXACT_MARKER	Include text before the unique P.U. (A) 368. marker only.
KB-MY-REG2010	36		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	37		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	38		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	39		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	40		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	41		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	42		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	43		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	44		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-REG2010	45		EXCLUDE_OUTSIDE_TARGET_INSTRUMENT	PROJECT_OWNER_APPROVED	P.U. (A) 368–372 remain in the source audit but cannot become candidate chunks.
KB-MY-SW2005	1	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	2	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	3	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	4	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	5	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	6	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	7	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	8	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	9	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	10	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	11	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	12	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	13	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Target text visibly matched native extraction; legal claim/currentness review remains required.
KB-MY-SW2005	14	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	15	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	16	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	17	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	18	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	FALLBACK_REQUIRED_FOR_GRAPHICAL_LABEL_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Essential hazard-label graphics are visible and are not represented authoritatively by native text alone.
KB-MY-SW2005	19	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	FALLBACK_REQUIRED_FOR_GRAPHICAL_LABEL_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Essential hazard-label graphics are visible and are not represented authoritatively by native text alone.
KB-MY-SW2005	20	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	FALLBACK_REQUIRED_FOR_GRAPHICAL_LABEL_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Essential hazard-label graphics are visible and are not represented authoritatively by native text alone.
KB-MY-SW2005	21	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	FALLBACK_REQUIRED_FOR_GRAPHICAL_LABEL_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Essential hazard-label graphics are visible and are not represented authoritatively by native text alone.
KB-MY-SW2005	22	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	FALLBACK_REQUIRED_FOR_GRAPHICAL_LABEL_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Essential hazard-label graphics are visible and are not represented authoritatively by native text alone.
KB-MY-SW2005	23	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	FALLBACK_REQUIRED_FOR_GRAPHICAL_LABEL_CONTENT	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Essential hazard-label graphics are visible and are not represented authoritatively by native text alone.
KB-MY-SW2005	24	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Target text visibly matched native extraction; legal claim/currentness review remains required.
KB-MY-SW2005	25	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	26	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	27	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	28	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	29	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	30	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	31	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	32	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	33	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_AND_LAYOUT_COMPARISON	All visible substantive text and form/table labels are retained by native layout extraction. Blank form geometry is not candidate prose; legal claim, currentness, and final structure review remain required.
KB-MY-SW2005	34	FONT_ENCODING_SYMBOLSET_UNSUPPORTED	ACCEPT_TEXT_TARGETED_VISUAL_MATCH_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Target text visibly matched native extraction; legal claim/currentness review remains required.
KB-MY-TRANSPORT2023	1	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-WHO-BIOSEC	1	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-WHO-BIOSEC	2	PAGE_TEXT_EMPTY_POSSIBLE_SCAN_OR_DECORATIVE_PAGE	CONFIRMED_BLANK_SOURCE_BOUND_RENDER	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page is visually blank; immutable extraction provenance is retained and no text candidate is generated.
KB-WHO-BIOSEC	3	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-WHO-BIOSEC	20	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-WHO-BIOSEC	22	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-WHO-BIOSEC	43	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-WHO-BIOSEC	67	FONT_ENCODING_CFF_REQUIRES_FONTTOOLS	ACCEPT_TEXT_FONTTOOLS_NO_TEXT_DELTA	CONTROLLED_BEFORE_AFTER_BENCHMARK	fonttools==4.64.0 removed the warning but produced zero character or text-hash changes.
KB-WHO-BIOSEC	93	PAGE_TEXT_LOW_VOLUME_REVIEW_REQUIRED	ACCEPT_LOW_VOLUME_TEXT_SOURCE_BOUND_VISUAL_REVIEW_CLAIM_REVIEW_REQUIRED	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page contains only visibly represented source-title/divider text, decorative artwork, or running matter. This resolves the extraction-volume warning only; claim and fine-structure review remain required.
KB-WHO-BIOSEC	109	PAGE_TEXT_EMPTY_POSSIBLE_SCAN_OR_DECORATIVE_PAGE	CONFIRMED_BLANK_SOURCE_BOUND_RENDER	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page is visually blank; immutable extraction provenance is retained and no text candidate is generated.
KB-WHO-LBM4	2	PAGE_TEXT_EMPTY_POSSIBLE_SCAN_OR_DECORATIVE_PAGE	ACCEPT_EMPTY_DECORATIVE_OR_PUBLISHER_ARTWORK	SOURCE_BOUND_RENDER_VISUAL_REVIEW	Rendered page is a solid-colour endpaper or publisher back cover without technical or regulatory claim content; no text candidate is generated.
